,GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Description,Biotype,Chr,Start,End,Strand
122,ENSMUSG00000040010,244.0851358,-2.458,0.243023457,-10.1123447,4.870E-24,5.74E-22,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 [Source:MGI Symbol;Acc:MGI:1298205]",protein_coding,8,121881150,121907694,-1
123,ENSMUSG00000044667,244.7404917,-2.189,0.216651041,-10.10271171,5.374E-24,6.28E-22,Plppr4,phospholipid phosphatase related 4 [Source:MGI Symbol;Acc:MGI:106530],protein_coding,3,117319139,117360876,-1
124,ENSMUSG00000032373,113.3014046,3.289,0.326259754,10.08022021,6.757E-24,7.83E-22,Car12,carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709],protein_coding,9,66713686,66766845,1
125,ENSMUSG00000049100,121.3127067,-3.329,0.33039819,-10.07710789,6.975E-24,7.96E-22,Pcdh10,protocadherin 10 [Source:MGI Symbol;Acc:MGI:1338042],protein_coding,3,45378398,45435623,1
126,ENSMUSG00000029767,4121.741927,-0.944,0.093635517,-10.07704489,6.979E-24,7.96E-22,Calu,calumenin [Source:MGI Symbol;Acc:MGI:1097158],protein_coding,6,29348069,29377110,1
127,ENSMUSG00000069662,1522.419846,-1.298,0.129254808,-10.03843689,1.033E-23,1.17E-21,Marcks,myristoylated alanine rich protein kinase C substrate [Source:MGI Symbol;Acc:MGI:96907],protein_coding,10,37133375,37138920,-1
128,ENSMUSG00000019790,488.0807909,1.553,0.155509025,9.988712631,1.708E-23,1.92E-21,Stxbp5,syntaxin binding protein 5 (tomosyn) [Source:MGI Symbol;Acc:MGI:1926058],protein_coding,10,9755547,9901079,-1
129,ENSMUSG00000032366,3954.388056,-1.154,0.115568395,-9.984845373,1.776E-23,1.98E-21,Tpm1,"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]",protein_coding,9,67022590,67049406,-1
130,ENSMUSG00000027805,791.4468918,-1.357,0.136026884,-9.977142073,1.919E-23,2.12E-21,Pfn2,profilin 2 [Source:MGI Symbol;Acc:MGI:97550],protein_coding,3,57841895,57848079,-1
131,ENSMUSG00000070436,4995.809855,-0.973,0.097724821,-9.954617552,2.407E-23,2.64E-21,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]",protein_coding,7,99345376,99353239,-1
132,ENSMUSG00000039405,688.5002057,-1.644,0.165725627,-9.917452954,3.496E-23,3.81E-21,Prss23,"protease, serine 23 [Source:MGI Symbol;Acc:MGI:1923703]",protein_coding,7,89507783,89527187,-1
133,ENSMUSG00000052911,4288.943152,-1.121,0.113167395,-9.907275669,3.871E-23,4.18E-21,Lamb2,"laminin, beta 2 [Source:MGI Symbol;Acc:MGI:99916]",protein_coding,9,108479736,108490530,1
134,ENSMUSG00000033060,1028.650428,-1.317,0.133239889,-9.886585613,4.760E-23,5.11E-21,Lmo7,LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586],protein_coding,14,101729957,101934710,1
135,ENSMUSG00000029675,5522.617596,-5.142,0.520292799,-9.882784547,4.944E-23,5.27E-21,Eln,elastin [Source:MGI Symbol;Acc:MGI:95317],protein_coding,5,134702593,134747323,-1
136,ENSMUSG00000032243,362.4018385,-1.864,0.188838067,-9.873464649,5.426E-23,5.74E-21,Itga11,integrin alpha 11 [Source:MGI Symbol;Acc:MGI:2442114],protein_coding,9,62677826,62783982,1
137,ENSMUSG00000029552,223.6376878,-2.202,0.223659402,-9.8449718,7.206E-23,7.56E-21,Tes,testis derived transcript [Source:MGI Symbol;Acc:MGI:105081],protein_coding,6,17065149,17105828,1
138,ENSMUSG00000041488,198.3431598,2.218,0.225901126,9.817798767,9.438E-23,9.83E-21,Stx3,syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077],protein_coding,19,11775118,11819403,-1
139,ENSMUSG00000055067,207.4596399,2.192,0.22348874,9.809305093,1.027E-22,1.06E-20,Smyd3,SET and MYND domain containing 3 [Source:MGI Symbol;Acc:MGI:1916976],protein_coding,1,178951960,179518041,-1
140,ENSMUSG00000025969,241.2648107,2.374,0.242251014,9.801187511,1.113E-22,1.14E-20,Nrp2,neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492],protein_coding,1,62703285,62818695,1
141,ENSMUSG00000022488,155.3947153,7.441,0.760221148,9.787743927,1.271E-22,1.30E-20,Nckap1l,NCK associated protein 1 like [Source:MGI Symbol;Acc:MGI:1926063],protein_coding,15,103453794,103498810,1
142,ENSMUSG00000026072,195.0955154,2.261,0.232360304,9.731625511,2.210E-22,2.24E-20,Il1r1,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]",protein_coding,1,40225080,40317257,1
143,ENSMUSG00000026478,4299.955799,-0.936,0.096670653,-9.679944687,3.669E-22,3.69E-20,Lamc1,"laminin, gamma 1 [Source:MGI Symbol;Acc:MGI:99914]",protein_coding,1,153218922,153332786,-1
144,ENSMUSG00000030557,554.4094864,-1.437,0.14906383,-9.641651208,5.332E-22,5.30E-20,Mef2a,myocyte enhancer factor 2A [Source:MGI Symbol;Acc:MGI:99532],protein_coding,7,67231163,67372858,-1
145,ENSMUSG00000021806,776.5353757,-1.299,0.134714592,-9.641471506,5.342E-22,5.30E-20,Nid2,nidogen 2 [Source:MGI Symbol;Acc:MGI:1298229],protein_coding,14,19751265,19811787,1
146,ENSMUSG00000022894,140.0320267,-2.774,0.288576443,-9.612493294,7.081E-22,6.97E-20,Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",protein_coding,16,85856173,85901828,-1
147,ENSMUSG00000054364,686.815193,-1.329,0.138706622,-9.578962405,9.802E-22,9.59E-20,Rhob,ras homolog family member B [Source:MGI Symbol;Acc:MGI:107949],protein_coding,12,8497661,8500009,-1
148,ENSMUSG00000040037,166.2821671,-2.585,0.27045054,-9.558546207,1.194E-21,1.16E-19,Negr1,neuronal growth regulator 1 [Source:MGI Symbol;Acc:MGI:2444846],protein_coding,3,156561794,157316445,1
149,ENSMUSG00000047793,280.867719,1.979,0.207635339,9.528896662,1.590E-21,1.53E-19,Sned1,"sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]",protein_coding,1,93235841,93301065,1
150,ENSMUSG00000054008,1319.286589,-1.083,0.114637503,-9.447831332,3.459E-21,3.32E-19,Ndst1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 [Source:MGI Symbol;Acc:MGI:104719],protein_coding,18,60684494,60748650,-1
151,ENSMUSG00000020810,154.5337112,2.856,0.303593514,9.405924464,5.157E-21,4.91E-19,Cygb,cytoglobin [Source:MGI Symbol;Acc:MGI:2149481],protein_coding,11,116645595,116654313,-1
152,ENSMUSG00000024965,81.83130118,5.184,0.551718607,9.39637788,5.647E-21,5.34E-19,Fermt3,fermitin family member 3 [Source:MGI Symbol;Acc:MGI:2147790],protein_coding,19,6998958,7019469,-1
153,ENSMUSG00000021250,231.0997794,2.199,0.234168652,9.388890009,6.064E-21,5.68E-19,Fos,FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574],protein_coding,12,85473890,85477273,1
154,ENSMUSG00000004044,3213.806899,-0.962,0.102427273,-9.388528363,6.084E-21,5.68E-19,Cavin1,caveolae associated 1 [Source:MGI Symbol;Acc:MGI:1277968],protein_coding,11,100956733,100970887,-1
155,ENSMUSG00000032487,95.79248245,3.715,0.395925408,9.383811834,6.363E-21,5.90E-19,Ptgs2,prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798],protein_coding,1,150100031,150108227,1
156,ENSMUSG00000036103,218.8499893,-2.318,0.24729895,-9.374189112,6.971E-21,6.42E-19,Colec12,collectin sub-family member 12 [Source:MGI Symbol;Acc:MGI:2152907],protein_coding,18,9707595,9882644,1
157,ENSMUSG00000000957,8653.108733,0.946,0.10098509,9.371070844,7.180E-21,6.57E-19,Mmp14,matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900],protein_coding,14,54431612,54445364,1
158,ENSMUSG00000031849,138.0029731,-3.236,0.346202542,-9.347561741,8.969E-21,8.16E-19,Comp,cartilage oligomeric matrix protein [Source:MGI Symbol;Acc:MGI:88469],protein_coding,8,70373558,70382066,1
159,ENSMUSG00000053113,300.3166043,1.888,0.202922985,9.301588268,1.384E-20,1.25E-18,Socs3,suppressor of cytokine signaling 3 [Source:MGI Symbol;Acc:MGI:1201791],protein_coding,11,117966079,117970047,-1
160,ENSMUSG00000038175,206.8696887,2.257,0.242876118,9.291368972,1.523E-20,1.37E-18,Mylip,myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271],protein_coding,13,45389742,45412022,1
161,ENSMUSG00000024112,94.41612653,3.600,0.388222707,9.271896507,1.829E-20,1.63E-18,Cacna1h,"calcium channel, voltage-dependent, T type, alpha 1H subunit [Source:MGI Symbol;Acc:MGI:1928842]",protein_coding,17,25374285,25433783,-1
162,ENSMUSG00000017493,6310.784632,-1.045,0.112778285,-9.268566626,1.887E-20,1.67E-18,Igfbp4,insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439],protein_coding,11,99041244,99054392,1
163,ENSMUSG00000024074,1825.109081,-0.968,0.104595035,-9.258529887,2.073E-20,1.83E-18,Crim1,cysteine rich transmembrane BMP regulator 1 (chordin like) [Source:MGI Symbol;Acc:MGI:1354756],protein_coding,17,78200248,78376592,1
164,ENSMUSG00000028035,204.34735,-2.198,0.237561708,-9.251131373,2.221E-20,1.95E-18,Dnajb4,DnaJ heat shock protein family (Hsp40) member B4 [Source:MGI Symbol;Acc:MGI:1914285],protein_coding,3,152178511,152210302,-1
165,ENSMUSG00000020788,87.63352559,3.833,0.414928327,9.237424176,2.525E-20,2.20E-18,Atp2a3,"ATPase, Ca++ transporting, ubiquitous [Source:MGI Symbol;Acc:MGI:1194503]",protein_coding,11,72961169,72993044,1
166,ENSMUSG00000026360,84.25227267,3.601,0.390329042,9.224743724,2.842E-20,2.46E-18,Rgs2,regulator of G-protein signaling 2 [Source:MGI Symbol;Acc:MGI:1098271],protein_coding,1,143999338,144004161,-1
167,ENSMUSG00000035356,144.8475873,2.437,0.265916317,9.166301244,4.895E-20,4.21E-18,Nfkbiz,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]",protein_coding,16,55811375,55838899,-1
168,ENSMUSG00000020303,2311.572414,-0.991,0.108219124,-9.158706468,5.252E-20,4.49E-18,Stc2,stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731],protein_coding,11,31357307,31370074,-1
169,ENSMUSG00000025892,80.2000068,4.247,0.466782628,9.098403464,9.167E-20,7.80E-18,Gria4,"glutamate receptor, ionotropic, AMPA4 (alpha 4) [Source:MGI Symbol;Acc:MGI:95811]",protein_coding,9,4417896,4796234,-1
170,ENSMUSG00000020689,157.2884877,2.452,0.269790021,9.087655677,1.012E-19,8.56E-18,Itgb3,integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612],protein_coding,11,104608000,104670476,1
171,ENSMUSG00000022876,151.2755345,7.822,0.861171945,9.08250277,1.061E-19,8.92E-18,Samsn1,"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:MGI Symbol;Acc:MGI:1914992]",protein_coding,16,75858793,76022281,-1
172,ENSMUSG00000058013,1929.721312,-0.959,0.105908034,-9.058429903,1.323E-19,1.11E-17,Septin11,septin 11 [Source:MGI Symbol;Acc:MGI:1277214],protein_coding,5,93093437,93176447,1
173,ENSMUSG00000022231,1010.751232,-1.179,0.130540576,-9.033809934,1.658E-19,1.38E-17,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]",protein_coding,15,32244810,32696341,1
174,ENSMUSG00000028249,797.9959599,1.180,0.130733269,9.02900445,1.732E-19,1.43E-17,Sdcbp,syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026],protein_coding,4,6365650,6408423,1
175,ENSMUSG00000001986,636.1924609,-1.364,0.151114089,-9.023292944,1.825E-19,1.50E-17,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]",protein_coding,X,41400854,41678601,1
176,ENSMUSG00000030671,84.6660412,3.627,0.403335149,8.992801176,2.410E-19,1.97E-17,Pde3b,"phosphodiesterase 3B, cGMP-inhibited [Source:MGI Symbol;Acc:MGI:1333863]",protein_coding,7,114415281,114539251,1
177,ENSMUSG00000026447,111.979053,2.901,0.322811742,8.988191248,2.513E-19,2.04E-17,Pik3c2b,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:MGI Symbol;Acc:MGI:2685045],protein_coding,1,133045667,133108687,1
178,ENSMUSG00000037852,195.121463,-2.102,0.233915284,-8.985855363,2.567E-19,2.07E-17,Cpe,carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932],protein_coding,8,64592542,64693054,-1
179,ENSMUSG00000084289,883.1077439,1.177,0.131064025,8.978760905,2.738E-19,2.20E-17,Gm6977,predicted gene 6977 [Source:MGI Symbol;Acc:MGI:3647597],processed_pseudogene,X,90744546,90745062,-1
180,ENSMUSG00000057948,105.2377911,6.878,0.766747723,8.970284483,2.957E-19,2.36E-17,Unc13d,unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700],protein_coding,11,116062095,116077961,-1
181,ENSMUSG00000019894,84.22454694,3.741,0.417306941,8.965193452,3.097E-19,2.46E-17,Slc6a15,"solute carrier family 6 (neurotransmitter transporter), member 15 [Source:MGI Symbol;Acc:MGI:2143484]",protein_coding,10,103367783,103419377,1
182,ENSMUSG00000028369,400.0629125,-1.501,0.168370866,-8.916412335,4.816E-19,3.80E-17,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:MGI Symbol;Acc:MGI:1928849]",protein_coding,4,58042442,58206859,-1
183,ENSMUSG00000019899,1146.57113,-1.177,0.132055709,-8.914479925,4.901E-19,3.85E-17,Lama2,"laminin, alpha 2 [Source:MGI Symbol;Acc:MGI:99912]",protein_coding,10,26980036,27619758,-1
184,ENSMUSG00000021998,77.15455753,5.612,0.630521989,8.899791895,5.595E-19,4.37E-17,Lcp1,lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808],protein_coding,14,75131101,75230842,1
185,ENSMUSG00000030123,954.4826869,1.094,0.123070005,8.892510458,5.974E-19,4.64E-17,Plxnd1,plexin D1 [Source:MGI Symbol;Acc:MGI:2154244],protein_coding,6,115954811,115995005,-1
186,ENSMUSG00000027253,147.8066803,2.295,0.258374015,8.88204563,6.564E-19,5.07E-17,Lrp4,low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252],protein_coding,2,91457511,91513779,1
187,ENSMUSG00000000392,598.3307759,1.284,0.144551274,8.881121633,6.619E-19,5.09E-17,Fap,fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608],protein_coding,2,62500943,62574075,-1
188,ENSMUSG00000008496,114.1271105,3.007,0.339192685,8.866330414,7.560E-19,5.78E-17,Pou2f2,"POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]",protein_coding,7,25087344,25179726,-1
189,ENSMUSG00000038112,85.61306546,6.255,0.705846543,8.862104536,7.852E-19,5.97E-17,AW551984,expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322],protein_coding,9,39587396,39604403,-1
190,ENSMUSG00000091705,920.7658364,1.117,0.126727941,8.81067891,1.244E-18,9.41E-17,H2-Q2,"histocompatibility 2, Q region locus 2 [Source:MGI Symbol;Acc:MGI:95931]",protein_coding,17,35342242,35346762,1
191,ENSMUSG00000035673,308.3372804,1.750,0.199326279,8.778402802,1.658E-18,1.25E-16,Sbno2,strawberry notch 2 [Source:MGI Symbol;Acc:MGI:2448490],protein_coding,10,80056992,80105571,-1
192,ENSMUSG00000063873,110.815725,2.689,0.306819529,8.764917643,1.869E-18,1.40E-16,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]",protein_coding,2,145167754,145642166,1
193,ENSMUSG00000056073,365.3048427,-1.595,0.182055031,-8.762753709,1.905E-18,1.42E-16,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]",protein_coding,10,49094833,49788766,-1
194,ENSMUSG00000031523,420.1653252,-1.413,0.161618131,-8.743252477,2.265E-18,1.68E-16,Dlc1,deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949],protein_coding,8,36567751,36953143,-1
195,ENSMUSG00000002602,919.542087,-1.078,0.123303443,-8.742899579,2.272E-18,1.68E-16,Axl,AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244],protein_coding,7,25757273,25788705,-1
196,ENSMUSG00000024063,376.081862,-1.503,0.172491072,-8.713734819,2.940E-18,2.16E-16,Lbh,limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139],protein_coding,17,72918305,72941947,1
197,ENSMUSG00000032324,1274.284655,-0.990,0.113621045,-8.712726285,2.967E-18,2.16E-16,Tspan3,tetraspanin 3 [Source:MGI Symbol;Acc:MGI:1928098],protein_coding,9,56131725,56165477,-1
198,ENSMUSG00000025151,1917.559701,-0.927,0.106545822,-8.698351996,3.367E-18,2.45E-16,Maged1,"melanoma antigen, family D, 1 [Source:MGI Symbol;Acc:MGI:1930187]",protein_coding,X,94535474,94542143,-1
199,ENSMUSG00000020315,2253.824,-0.906,0.104383572,-8.676238493,4.091E-18,2.96E-16,Sptbn1,"spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]",protein_coding,11,30099395,30268175,-1
200,ENSMUSG00000029869,90.83475166,-3.427,0.395628179,-8.661270126,4.665E-18,3.35E-16,Ephb6,Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338],protein_coding,6,41605482,41620509,1
201,ENSMUSG00000109706,475.8672667,1.331,0.153809253,8.650609607,5.123E-18,3.66E-16,Fth-ps3,"ferritin heavy chain, pseudogene 3 [Source:MGI Symbol;Acc:MGI:104623]",processed_pseudogene,8,86915157,86915514,1
202,ENSMUSG00000050069,76.52559497,3.652,0.422923242,8.634539783,5.896E-18,4.20E-16,Grem2,"gremlin 2, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344367]",protein_coding,1,174833785,174921819,-1
203,ENSMUSG00000067818,3012.780673,-0.929,0.107614435,-8.631425344,6.059E-18,4.29E-16,Myl9,"myosin, light polypeptide 9, regulatory [Source:MGI Symbol;Acc:MGI:2138915]",protein_coding,2,156775420,156781658,1
204,ENSMUSG00000046186,460.397972,1.338,0.155142136,8.625371924,6.388E-18,4.50E-16,Cd109,CD109 antigen [Source:MGI Symbol;Acc:MGI:2445221],protein_coding,9,78615546,78716253,1
205,ENSMUSG00000013033,114.9870498,2.652,0.307988814,8.610716698,7.261E-18,5.09E-16,Adgrl1,adhesion G protein-coupled receptor L1 [Source:MGI Symbol;Acc:MGI:1929461],protein_coding,8,83900105,83941954,1
206,ENSMUSG00000028780,637.7241939,-1.373,0.159409831,-8.610035034,7.304E-18,5.10E-16,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]",protein_coding,5,17574281,17730268,1
207,ENSMUSG00000054640,202.8347264,-2.103,0.244953895,-8.583409146,9.210E-18,6.40E-16,Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:MGI Symbol;Acc:MGI:107956]",protein_coding,17,81373105,81738377,-1
208,ENSMUSG00000035493,1374.635562,-0.996,0.116152835,-8.577256848,9.716E-18,6.72E-16,Tgfbi,"transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]",protein_coding,13,56609523,56639562,1
209,ENSMUSG00000064367,931.529133,1.045,0.122107346,8.557085639,1.158E-17,7.96E-16,mt-Nd5,mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496],protein_coding,MT,11742,13565,1
210,ENSMUSG00000038024,249.8639781,1.749,0.204923298,8.535111771,1.400E-17,9.59E-16,Dennd4c,DENN/MADD domain containing 4C [Source:MGI Symbol;Acc:MGI:1914769],protein_coding,4,86748555,86850603,1
211,ENSMUSG00000019970,446.1112435,1.347,0.157953275,8.525430047,1.522E-17,1.04E-15,Sgk1,serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062],protein_coding,10,21882184,21999903,1
212,ENSMUSG00000041235,66.70147922,4.734,0.55536051,8.523499998,1.548E-17,1.05E-15,Chd7,chromodomain helicase DNA binding protein 7 [Source:MGI Symbol;Acc:MGI:2444748],protein_coding,4,8690406,8867659,1
213,ENSMUSG00000039031,287.3270859,1.599,0.187776422,8.51640275,1.646E-17,1.11E-15,Arhgap18,Rho GTPase activating protein 18 [Source:MGI Symbol;Acc:MGI:1921160],protein_coding,10,26753421,26918648,1
214,ENSMUSG00000031133,195.9573149,2.034,0.241234808,8.432674064,3.379E-17,2.27E-15,Arhgef6,Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:1920591],protein_coding,X,57231485,57338729,-1
215,ENSMUSG00000000253,103.6316493,2.682,0.318524267,8.420665956,3.744E-17,2.50E-15,Gmpr,guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605],protein_coding,13,45507444,45553800,1
216,ENSMUSG00000076431,390.6439689,1.547,0.184185548,8.398571676,4.519E-17,3.01E-15,Sox4,SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366],protein_coding,13,28948919,28953713,-1
217,ENSMUSG00000040289,82.30601646,6.520,0.777075676,8.390965642,4.822E-17,3.19E-15,Hey1,hairy/enhancer-of-split related with YRPW motif 1 [Source:MGI Symbol;Acc:MGI:1341800],protein_coding,3,8663359,8667256,-1
218,ENSMUSG00000063142,522.5488709,-1.379,0.164824431,-8.368838979,5.819E-17,3.84E-15,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]",protein_coding,14,23289431,24014491,-1
219,ENSMUSG00000028464,6825.694978,-0.851,0.102543406,-8.301426825,1.029E-16,6.75E-15,Tpm2,"tropomyosin 2, beta [Source:MGI Symbol;Acc:MGI:98810]",protein_coding,4,43514711,43523765,-1
220,ENSMUSG00000001642,177.9632607,2.141,0.258308261,8.286713177,1.164E-16,7.61E-15,Akr1b3,"aldo-keto reductase family 1, member B3 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1353494]",protein_coding,6,34302434,34317478,-1
221,ENSMUSG00000071369,156.8075762,2.249,0.271539309,8.28240885,1.207E-16,7.85E-15,Map3k5,mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876],protein_coding,10,19934472,20142753,1
222,ENSMUSG00000021939,611.3642455,1.200,0.145471043,8.251420449,1.565E-16,1.01E-14,Ctsb,cathepsin B [Source:MGI Symbol;Acc:MGI:88561],protein_coding,14,63122462,63145923,1
223,ENSMUSG00000021388,103.4591757,-6.540,0.792599807,-8.250771292,1.574E-16,1.01E-14,Aspn,asporin [Source:MGI Symbol;Acc:MGI:1913945],protein_coding,13,49544443,49567565,1
224,ENSMUSG00000025935,1084.515946,-1.060,0.128642383,-8.237301235,1.761E-16,1.13E-14,Tram1,translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515],protein_coding,1,13564698,13589910,-1
225,ENSMUSG00000057182,70.91444744,3.606,0.438958404,8.215062923,2.121E-16,1.35E-14,Scn3a,"sodium channel, voltage-gated, type III, alpha [Source:MGI Symbol;Acc:MGI:98249]",protein_coding,2,65457118,65567627,-1
226,ENSMUSG00000039384,198.3014422,1.815,0.221495055,8.193628004,2.535E-16,1.61E-14,Dusp10,dual specificity phosphatase 10 [Source:MGI Symbol;Acc:MGI:1927070],protein_coding,1,184013302,184075636,1
